index,train_loss,train_acc,train_precision,train_recall,train_f1-score,val_loss,val_acc,val_precision,val_recall,val_f1-score
1,3.5760783757844594,15.30205249786377,1.7373321212975679,1.4598851139860023,0.9423236358729137,3.222872054673792,19.778963088989258,2.5608332925447477,2.284134600756726,1.3814713268677248
2,3.068714946236654,21.597169876098633,4.993867476180367,3.480613012050162,3.0755330672876844,3.0343974295670426,21.697154998779297,7.265265487371622,3.631698332465903,2.88785203500614
3,2.838479456568199,25.743257522583008,9.880576433291058,5.661610820970237,5.397145958721943,2.6878546786502127,27.98526382446289,10.492706452032337,7.399274869275027,6.393373579399483
4,2.614719048097141,30.585107803344727,12.270997705046428,8.104916191544948,7.887574686691493,2.4292212249786873,33.97484588623047,14.673172126867247,10.181569210357326,9.226167235458808
5,2.4292431964700345,34.752567291259766,13.906396831337304,10.498260491160426,10.320516648901316,2.271533060364607,37.893802642822266,21.469612213283174,11.341407501545579,11.2453874820922
6,2.26741776640292,38.66831588745117,17.57148292987161,12.35612068497425,12.187164413345517,2.101290151840303,42.60035705566406,19.795959654591204,14.80699879502719,14.427624202793336
7,2.1436145497672827,41.50361251831055,20.501372339745078,14.24770195466218,14.217258567392802,2.0263845372975355,43.991363525390625,24.96086321934632,16.385560026752547,16.584948267007192
8,2.0083201812031057,44.77583694458008,23.953608744813234,17.039123634706588,17.368038117212137,1.9174529910087585,46.0746955871582,24.77207800450853,16.805559848497737,16.775357589145646
9,1.9261736442252857,46.69453048706055,25.65369670163427,18.5979484623499,19.133647720483392,1.876879010743242,46.97027587890625,29.141635710639918,19.63652700068688,19.297716189984424
10,1.8769282109831604,47.61351013183594,27.808913620493758,19.65068708949405,20.29669679622278,1.7593618287303583,50.75584411621094,30.76778705231209,22.77309576581417,23.129522369514
11,1.7993513113821893,49.35647964477539,29.513755497922766,20.836397417250208,21.72566653624268,1.7073142950127764,51.219512939453125,36.66219640406416,23.383540651243877,24.230659625036413
12,1.7646885718980458,50.44643020629883,31.16002328007158,22.065627741001233,23.147411199941136,1.639070511833439,53.29014205932617,30.83281750640919,23.390393571793794,23.320261912360834
13,1.7234891754515627,51.55775451660156,32.78748575278439,22.89884909041248,23.955906039406337,1.5779186574424184,54.60492706298828,38.13587179510905,26.564595020011616,27.529944402589223
14,1.6827830942206108,52.533721923828125,32.304898830563,24.23207747494997,25.40573578510449,1.6537035306294758,52.445377349853516,36.617858744133805,23.726741634548077,24.130101414526173
15,1.6682044698836955,52.533721923828125,33.16062249659767,24.242444913511232,25.471544351470804,1.5913144224058322,54.47789764404297,38.16720261434068,25.89524061736154,25.98607412573828
16,1.6626690104377306,52.96827697753906,33.68052053352729,24.779688271880534,26.0998216058731,1.552905944547033,55.38617706298828,44.57727908217294,27.603827318673424,28.405272863723404
