index,train_loss,train_acc,train_precision,train_recall,train_f1-score,val_loss,val_acc,val_precision,val_recall,val_f1-score
1,2.7015014567026276,29.88995933532715,8.910470480536171,7.665593602951007,7.553907919507642,3.645709684637726,17.930326461791992,2.839495805945162,3.11075625612153,1.413522110685302
2,1.9514986981705922,45.064788818359375,16.226264337008235,15.266494095586223,14.613226416658197,2.397176337535264,35.540470123291016,15.506755074028293,11.348694809654909,10.50201137448119
3,1.6924438869080893,51.48866271972656,24.4698716579146,19.85935473133367,19.53724146838826,3.0711236957643853,26.780223846435547,12.479258099361875,10.62209869620824,7.429904968873083
4,1.5233449797804763,55.504478454589844,29.7193922142015,23.556973889663453,23.602596833501114,1.8617388430188915,49.602970123291016,24.874862703669905,20.809248073048696,19.436393870562746
5,1.407839495961259,58.36985778808594,35.391281090191754,26.484787804458367,27.051638074757417,4.834342675130875,15.541751861572266,8.611573141725945,5.502186381600007,3.70254595733645
6,1.3270955580036814,60.52067565917969,38.66682356703556,29.00937360692529,30.04941033183348,2.1249356387091463,44.67853546142578,24.757325823852412,20.103801636102197,18.049672999323096
7,1.2577835110629476,62.41901779174805,43.134454051430744,32.27246291091948,33.79436945229399,1.7012713580835062,53.63729476928711,32.21834632741659,24.238846213266,22.845934578934976
8,1.2126386260114066,63.51705551147461,41.66784240299312,33.35821670373453,34.754127059573925,2.39519160497384,41.82889175415039,23.524866277939058,19.731267181257866,16.45635553299798
9,1.169056625264447,64.33164978027344,47.47308907438682,35.486382487213085,37.5414305476571,3.6010760068893433,25.262550354003906,16.777430671363337,7.954223942312609,6.677329612613628
10,1.1210483268993656,66.06802368164062,48.14274171010615,37.353937321589456,39.480170439004915,1.3444201755719107,60.38037872314453,44.25886856092456,33.736236510956374,32.715370938536886
11,1.0903723221726533,66.80878448486328,47.90613053623534,38.54052522095529,40.596187234034964,1.822690146868346,51.54969024658203,31.53672840802211,26.059590631876393,24.080271791826064
12,1.0610732745106628,67.53048706054688,49.33612969705761,39.67909487295594,41.82557941421655,1.9088914345522396,49.28278732299805,29.071281596179556,22.086061221576298,20.068139196659228
13,1.038274091918294,68.25933837890625,52.4789555869226,41.04099117784697,43.364668132501215,1.171614346445584,65.0230484008789,48.151686888032536,38.71148662899418,38.51578440217392
14,1.0212363295438813,68.44750213623047,52.51094575961263,41.75040918833406,44.07107190118512,1.6255367989422844,54.482582092285156,35.3868240804935,29.09744072416531,26.640011268236496
15,0.9879684524565209,69.7265625,52.8260609561939,42.96356512775823,45.369563289285765,1.0599145188194807,67.41802978515625,49.84495494408952,40.48561024113085,41.30741464631916
16,0.9723855729510145,70.0481185913086,52.26555629955166,43.728330799629866,46.14402930141902,1.1620307173885283,64.17776489257812,45.31030778002272,39.42147242869723,39.27561143792629
